Identifiant;Commémoré;Adresse complète;Précision adresse;Code postal;xy
276.0;Félix EBOUE;27, rue Oudinot 75007 Paris;(Ministère des DOM-TOM, cour intérieure);75007.0;48.849581, 2.315788
655.0;Colonel FABIEN;34, rue Gandon 75013 Paris;NULL;75013.0;48.821302, 2.360932
875.0;Eleves de ces ecoles morts en déportation parce que nés juifs;41bis rue la fontaine 75016 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75016.0;48.850159, 2.270365
897.0;Guy Et Serge MOQUET;75017 Paris;34, rue Baron (1er étage);75017.0;48.883352, 2.313991
874.0;Général ZARAPOFF;74, rue Raynouard 75016 Paris;NULL;75016.0;48.854211, 2.277992
776.0;Germain BEDEAU;9, rue des Morillons 75015 Paris;NULL;75015.0;48.834243, 2.296624
765.0;Eleves de ces ecoles morts en déportation parce que nés juifs;87 boulevard arago 75014 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75014.0;48.834351, 2.335732
942.0;GARDIENS DE LA PAIX;79/81 rue de clignancourt Poste de police 75018 Paris;NULL;75018.0;48.889734, 2.348108
819.0;Louis-victor CAZALOT;24, rue Eugène Millon 75015 Paris;NULL;75015.0;48.837659, 2.292396
1052.0;Suzanne MASSON;95, boulevard Macdonald 75019 Paris;NULL;75019.0;48.898327, 2.385249
1034.0;Etat Major.De L'ile De France F.F.I.;66, rue de Meaux 75019 Paris;NULL;75019.0;48.882728, 2.375637
144.0;Eleves de ces ecoles morts en déportation parce que nés juifs;40 rue des Archives 75004 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75004.0;48.85898, 2.355974
387.0;André CHENNEVIERE;156, rue du Faubourg Saint- Martin 75010 Paris;NULL;75010.0;48.876172, 2.360673
414.0;HOMMAGE AUX MORTS DE LA RESISTANCE;75010 Paris;Rue du Faubourg Saint-Martin (mairie);75010.0;48.875107, 2.351862
460.0;Eleves de ces ecoles morts en déportation parce que nés juifs;19 passage des Récollets 75010 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75010.0;48.874297, 2.360523
1091.0;Eleves de ces ecoles morts en déportation parce que nés juifs;57 rue de Romainville 75019 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75019.0;48.877419, 2.402997
1126.0;Maurice GURFINKIEL;45, rue de la Réunion 75020 Paris;NULL;75020.0;48.854925, 2.401655
1151.0;Emile REINHARD;3, square de Gascogne 75020 Paris;NULL;75020.0;48.854232, 2.411123
222.0;Louis HELIE;3, rue de Seine 75006 Paris;NULL;75006.0;48.857023, 2.337111
286.0;Hubert De LAGARDE;7, quai Voltaire 75007 Paris;NULL;75007.0;48.858467, 2.332191
313.0;En Hommage Aux SOLDATS DU PACIFIQUE;51 bis, avenue de laTour-Maubourg 75007 Paris;(sur le rempart);75007.0;48.858733, 2.310013
364.0;Union Des Aveugles De Guerre U.A.G;49 rue Blanche 75009 Paris;NULL;75009.0;48.880892, 2.331419
473.0;Eleves de ces ecoles morts en déportation parce que nés juifs;39 rue de l'Aqueduc 75010 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75010.0;48.882474, 2.363913
496.0;Maurice GARDETTE;square maurice Gardette 75011 Paris;NULL;75011.0;48.860873, 2.3823819999999998
498.0;Maurice GIQUEL;54, boulevard du Temple 75011 Paris;NULL;75011.0;48.86625, 2.365138
640.0;DEPORTATION;43, quai Panhard et Levassor Camp de travail forcé 75013 Paris;NULL;75013.0;48.829366, 2.3833159999999998
681.0;Jean MORICE;44, rue de Tolbiac 75013 Paris;NULL;75013.0;48.827887, 2.371559
731.0;Remy DUMONCEL;17, rue Remy Dumoncel 75014 Paris;NULL;75014.0;48.829684, 2.331967
777.0;Roger, Belin BEHAGUE;39 bis, rue de Dantzig [f.f.i. de Vaugirard] 75015 Paris;NULL;75015.0;48.832771, 2.298028
863.0;John J PERSHING;Monument aux volontaires americains 75016 Paris;36 bis) PERSHING (John J);75016.0;48.860119, 2.280505
1000.0;Eleves de ces ecoles morts en déportation parce que nés juifs;26 rue du Mont Cenis 75018 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75018.0;48.88854, 2.342148
2.0;Marcel BIZIEN;Place de la Concorde 75001 Paris;(côté rue de Rivoli);75001.0;48.862862, 2.343103
76.0;Groupe SEBASTOPOL;48, boulevard Sébastopol 75003 Paris;NULL;75003.0;48.862469, 2.350657
25.0;RESEAU SAINT-JACQUES;8,place Vendôme 75001 Paris;NULL;75001.0;48.866724, 2.329588
754.0;Maria RABATE;18 boulevard Saint-jacques 75014 Paris;NULL;75014.0;48.832628, 2.339365
163.0;Lucienne GINESTET;9, rue de la Collégiale 75005 Paris;NULL;75005.0;48.837709, 2.352139
27.0;Jean-claude TOUCHE;Place de la Concorde 75001 Paris;(côté rue de Rivoli);75001.0;48.862862, 2.343103
69.0;David LIBERMAN;17, rue Réaumur 75003 Paris;NULL;75003.0;48.86499, 2.357784
336.0;Georges MANDEL;Place Beauvau Ministère de l'Intérieur 75008 Paris;NULL;75008.0;48.871305, 2.316405
237.0;MONTVALLIER Jean Boulogne;60-62, boulevard Saint-Michel 75006 Paris;(Ecole des Mines);75006.0;48.844933, 2.33946
230.0;Jacques LECOMPTE-BOINET;Place de l'Institut Passerelle des Arts 75006 Paris;NULL;75006.0;48.85309, 2.342944
270.0;CHAR DE COMBAT QUIMPER;1, rue Esnault- Peleterie 75007 Paris;(Ministère des Affaires Etrangères);75007.0;48.861068, 2.31503
278.0;Marie GARDES;30, rue du Bac 75007 Paris;NULL;75007.0;48.857472, 2.327692
546.0;Eleves de ces ecoles morts en déportation parce que nés juifs;100 avenue de la republique 75011 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75011.0;48.86356, 2.3827439999999998
538.0;Eleves de ces ecoles morts en déportation parce que nés juifs;9 rue Popincourt 75011 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75011.0;48.857382, 2.377315
785.0;Philippe CHEVRIER;9, rue des Morillons 75015 Paris;NULL;75015.0;48.834243, 2.296624
800.0;Capitaine LEBON;79, rue Lecourbe 75015 Paris;NULL;75015.0;48.843183, 2.304976
1017.0;Eleves de ces ecoles morts en déportation parce que nés juifs;Collège 16 rue Coysevox 75018 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75018.0;48.89161, 2.329814
1164.0;Victimes de l'OAS;Cimetière du Père Lachaise 75020 Paris;NULL;75020.0;48.864008, 2.397688
1157.0;Cadix SOSNOWSKI;13, rue Saint-Blaise 75020 Paris;NULL;75020.0;48.859812, 2.4048249999999998
77.0;Groupe SEBASTOPOL;48, boulevard Sébastopol 75003 Paris;NULL;75003.0;48.862469, 2.350657
363.0;Professeurs résistants et élèves juives du;Lycée Jules ferry 75009 Paris;NULL;75009.0;48.880443, 2.327845
418.0;René JOLY;;NULL;75010.0;48.851745, 2.355582
516.0;Marcel RAJMAN;Square Marcel Rajman 75011 Paris;NULL;75011.0;48.860873, 2.3823819999999998
680.0;MONUMENT AUX MORTS;Mairie du XIIIème arrondissement 75013 Paris;NULL;75013.0;48.833965, 2.3699310000000002
763.0;Eleves de ces ecoles morts en déportation parce que nés juifs;46 rue Boulard 75014 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75014.0;48.832655, 2.32783
812.0;Henri PERIER;254, rue Lecourbe 75015 Paris;NULL;75015.0;48.839063, 2.291042
836.0;Jean CHARBONNEAUX;4, rue Francisque Sarcey 75016 Paris;NULL;75016.0;48.85942, 2.281648
854.0;Albert LEROY;6 place de la porte de Saint-Cloud 75016 Paris;NULL;75016.0;48.838322, 2.257699
886.0;François CLAUDE;178, rue de Courcelles 75017 Paris;NULL;75017.0;48.884154, 2.298275
18.0;LOPEZ-ROS;Place de la Concorde 75001 Paris;(côté rue de Rivoli);75001.0;48.862862, 2.343103
376.0;Eleves de ces ecoles morts en déportation parce que nés juifs;Lycée Condorcet 8 rue du havre 75009 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75009.0;48.874807, 2.3269320000000002
409.0;Bernard GRINBAUM;74, rue du Faubourg Saint-Denis 75010 Paris;NULL;75010.0;48.873098, 2.354714
510.0;Raoul NORDLING;Square Raoul Nordling 75011 Paris;NULL;75011.0;48.860873, 2.3823819999999998
497.0;Raymond GAUTIER;58, rue Amelot 75011 Paris;NULL;75011.0;48.859696, 2.368232
307.0;Henri-jean PILOT;rue Aristide Briand 75007 Paris;NULL;75007.0;48.861439, 2.319234
164.0;Andrée GOUBILLON;8 rue Tournefort 75005 Paris;NULL;75005.0;48.844001, 2.348035
281.0;Léo HAMON;Place de Fontenoy 75007 Paris;NULL;75007.0;48.850503, 2.306437
960.0;PATRIOTE;49, rue Ordener 75018 Paris;NULL;75018.0;48.890959, 2.352296
711.0;Eleves de ces ecoles morts en déportation parce que nés juifs;40 rue Corvisart 75013 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75013.0;48.831671, 2.347511
941.0;Pierre GALLOT;2 avenue de la Porte des Poissonniers Boulevard Ney 75018 Paris;(plaque déposée pour travaux jusqu'en avril 2008);75018.0;48.899663, 2.352423
993.0;Eleves de ces ecoles morts en déportation parce que nés juifs;Collège Yvonne Le Tac 7 rue Yvonne Le Tac 75018 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75018.0;48.884025, 2.340647
31.0;Jacques BIDAUT;8, rue de la Banque Mairie du 2ème arrondissement 75002 Paris;(cour intérieure, à  gauche);75002.0;48.86683, 2.340448
189.0;Eleves de ces ecoles morts en déportation parce que nés juifs;21 rue Buffon 75005 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75005.0;48.84248, 2.361237
275.0;Alexandre DRUHOT;29, avenue de Tourville 75007 Paris;NULL;75007.0;48.853908, 2.307242
328.0;Marcel FAISY;28-30, boulevard Malesherbes 75008 Paris;NULL;75008.0;48.873378, 2.321179
425.0;LIBERATION DE PARIS;108, rue de Maubeuge Â«patriotesÂ» 75010 Paris;NULL;75010.0;48.880841, 2.352233
441.0;André ROBIN;9, rue Saint- Vincent de Paul 75010 Paris;NULL;75010.0;48.880224, 2.352172
684.0;Jacques OUDIN;avenue Edison Square des Deux Moulins 75013 Paris;NULL;75013.0;48.829077, 2.36132
698.0;Eleves de ces ecoles morts en déportation parce que nés juifs;33 place Jeanne d'Arc 75013 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75013.0;48.829787, 2.367398
720.0;Eleves de ces ecoles morts en déportation parce que nés juifs;Stèle parc de Choisy 75013 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75013.0;48.825735, 2.359435
734.0;Andre GEO;9, rue Marguerin 75014 Paris;NULL;75014.0;48.827112, 2.328632
772.0;Eleves de ces ecoles morts en déportation parce que nés juifs;Lycée Paul Bert 7 rue Huyghens 75014 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75014.0;48.840841, 2.328817
958.0;MONUMENT AUX MORTS;1, place Jules Joffrin Mairie du XVIIIeme 75018 Paris;Hall d'entrée;75018.0;48.892304, 2.344681
978.0;Eleves de ces ecoles morts en déportation parce que nés juifs;129 rue Belliard 75018 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75018.0;48.896346, 2.33561
1014.0;Eleves de ces ecoles morts en déportation parce que nés juifs;77 rue du Mont Cenis 75018 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75018.0;48.892069, 2.343961
1067.0;Georges POILVERT;en depot a la Mairie du 19ème arrondissement 75019 Paris;NULL;75019.0;48.886249, 2.396241
1139.0;Raymond LUAUTE;86, rue de Bagnolet 75020 Paris;NULL;75020.0;48.858749, 2.401521
396.0;DISPENSAIRE D'AIDE MEDICALE;14, rue Paradis 75010 Paris;NULL;75010.0;48.874725, 2.353927
491.0;Charles DURAND;24, rue de l'Orillon 75011 Paris;NULL;75011.0;48.870149, 2.37637
563.0;Aimé BERURIER;Fort de Vincennes Angle du bld Diderot/rue de Picpus fossés, côté entrée Sud 75012 Paris;(mur du Lycée Arago);75012.0;48.841147, 2.398745
778.0;René BERTEL;13, rue de Presles 75015 Paris;NULL;75015.0;48.852226, 2.296601
916.0;Eleves de ces ecoles morts en déportation parce que nés juifs;42 rue Pouchet 75017 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75017.0;48.893819, 2.320401
29.0;General Antoine ZDROJEWSKI;25, rue de Richelieu 75001 Paris;NULL;75001.0;48.864781, 2.336306
116.0;Marcel, Lucien Et André ENGROS;18, rue des Ecouffes 75004 Paris;NULL;75004.0;48.856992, 2.358815
1207.0;Eleves de ces ecoles morts en déportation parce que nés juifs;29 rue du telegraphe 75020 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75020.0;48.873309, 2.399167
773.0;Roland ABON;52, avenue de la Motte-Piquet 75015 Paris;NULL;75015.0;48.850713, 2.299961
444.0;SAUBER;83, rue du Faubourg Saint- Denis 75010 Paris;NULL;75010.0;48.873496, 2.354737
220.0;Robert GAUTHIER;9, place Saint- Michel 75006 Paris;NULL;75006.0;48.853183, 2.343591
810.0;Henri, François, Bert PAQUIN;Pilier métro Dupleix 75015 Paris;NULL;75015.0;48.85042, 2.29362
663.0;Victor HERVO;74, avenue d'Italie 75013 Paris;(Intérieur de la salle Victor Hervo);75013.0;48.826533, 2.356863
682.0;Léon Maurice NORDMANN;Rue L.M. Nordmann 75013 Paris;Poste face à  l'hôpital;75013.0;48.833777, 2.343446
890.0;Jean HADED LESCURE;92, boulevard des Batignolles 75017 Paris;NULL;75017.0;48.881729, 2.317583
910.0;Eleves de ces ecoles morts en déportation parce que nés juifs;20 rue Jouffroy 75017 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75017.0;48.886497, 2.310885
1046.0;Ernest KOPP;104, Rue d'Aubervilliers Pompes funèbres 75019 Paris;NULL;75019.0;48.890243, 2.368512
1148.0;Maurice PILLET;226, rue des Pyrenees 75020 Paris;NULL;75020.0;48.866857, 2.397116
1134.0;Jacques KRAMKIMEL;7, place Gambetta 75020 Paris;NULL;75020.0;48.864778, 2.397904
3.0;Madeleine BRINET;Place de la Concorde 75001 Paris;(côté rue de Rivoli);75001.0;48.862862, 2.343103
102.0;Roland CHAPELLE;Rue de l'Hôtel de Ville 75004 Paris;Angle de la rue des Nonnains d'Hyères;75004.0;48.854727, 2.354943
115.0;ENFANTS JUIFS;8, rue des Hospitaliers Saint- Gervais Ecole communale Saint-Gervais 75004 Paris;NULL;75004.0;48.857943, 2.358936
306.0;Raymond PICOT;27, quai Voltaire 75007 Paris;NULL;75007.0;48.859203, 2.3302680000000002
555.0;Eleves de ces ecoles morts en déportation parce que nés juifs;4 rue Keller 75011 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75011.0;48.853623, 2.376853
786.0;Philippe CHEVRIER;9, rue des Morillons 75015 Paris;NULL;75015.0;48.834243, 2.296624
882.0;Eleves de ces ecoles morts en déportation parce que nés juifs;Lycée molière, 71 rue du ranelagh 75016 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75016.0;48.855002999999996, 2.272113
930.0;Fernand CLEMITZ;4, rue du Pôle Nord 75018 Paris;NULL;75018.0;48.893906, 2.338848
938.0;Colonel FABIEN;Métro Barbès 75018 Paris;NULL;75018.0;48.887581, 2.34957
1058.0;MONUMENT AUX MORTS;Place Armand Carrel Mairie du 19ème arrondissement 75019 Paris;NULL;75019.0;48.882639, 2.382162
19.0;François MARTINE;1, rue du Jour 75001 Paris;NULL;75001.0;48.863413, 2.3439959999999997
369.0;Eleves de ces ecoles morts en déportation parce que nés juifs;35 rue Milton 75009 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75009.0;48.879488, 2.341836
417.0;Pierre JAMET;170, rue du Faubourg Saint-Denis 75010 Paris;NULL;75010.0;48.879869, 2.357452
521.0;Eleves de ces ecoles morts en déportation parce que nés juifs;144 rue de la roquette 75011 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75011.0;48.858068, 2.382285
485.0;Louis COSSON;place Leon Blum Mairie du XIème arrondissement 75011 Paris;NULL;75011.0;48.85813, 2.379865
125.0;Francis MAURIZOT;7, boulevard du Palais 75004 Paris;(entrée cabinet préfectoral);75004.0;48.854852, 2.345722
117.0;Marcel FAUCHER;Rue de Rivoli 75004 Paris;(Tour Saint- Jacques);75004.0;48.856689, 2.355166
273.0;Robert DESAIMARD;14, rue de Bellechasse 75007 Paris;NULL;75007.0;48.859338, 2.323823
89.0;Eleves de ces ecoles morts en déportation parce que nés juifs;211 rue saint-martin 75003 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75003.0;48.86406, 2.352806
66.0;Jean-fernand LECOQ;32, rue Volta 75003 Paris;(angle rue de Turbigo);75003.0;48.865894, 2.357605
718.0;Eleves de ces ecoles morts en déportation parce que nés juifs;5 rue Providence 75013 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75013.0;48.825347, 2.348883
691.0;Joseph SUIRE;38-40, avenue des Gobelins 75013 Paris;NULL;75013.0;48.835349, 2.352547
1084.0;Eleves de ces ecoles morts en déportation parce que nés juifs;rue Compans/Brunet 75019 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75019.0;48.879214, 2.391546
1056.0;Edmond MICHELET;32, avenue Laumière 75019 Paris;NULL;75019.0;48.884815, 2.379909
1120.0;Maurice, Baldachino DUPUIS;36, boulevard de Charonne 75020 Paris;NULL;75020.0;48.850653, 2.398962
1196.0;Eleves de ces ecoles morts en déportation parce que nés juifs;;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75020.0;48.851745, 2.355582
90.0;Eleves de ces ecoles morts en déportation parce que nés juifs;rue Meslay 75003 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75003.0;48.867921, 2.359041
104.0;COMITE D'ENTENTE;2, place Baudoyer Mairie du 4ème arrondissement 75004 Paris;NULL;75004.0;48.856164, 2.355667
199.0;Robert BOTTINE;blvd Saint-Michel 75006 Paris;(sur le mur du Crédit Lyonnais);75006.0;48.847978, 2.3410320000000002
288.0;Alfred LELLUCH;15, rue Cognacq-Jay 75007 Paris;NULL;75007.0;48.861731, 2.303403
577.0;LIBERATION;64, rue de Charenton 75012 Paris;NULL;75012.0;48.849455, 2.37438
709.0;Eleves de ces ecoles morts en déportation parce que nés juifs;2 rue Paul gervais 75013 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75013.0;48.83154, 2.347512
834.0;Pierre BROSSOLETTE;Lycée Janson de Sailly 75016 Paris;NULL;75016.0;48.840215, 2.260279
861.0;Louis MOREAU;97, rue Lauriston 75016 Paris;NULL;75016.0;48.867234, 2.287925
893.0;LE 18 MAI 1944... HEILBRONNER, SALOMON;Cité des Fleurs au nÂ° 25 75017 Paris;NULL;75017.0;48.892652, 2.320335
922.0;BOMBARDEMENT ALLEMAND);170, boulevard Ney Entree hopital Bichat 75018 Paris;NULL;75018.0;48.897819, 2.33285
946.0;Joseph HEINICH;31, rue Letort 75018 Paris;NULL;75018.0;48.895315, 2.343217
990.0;Eleves de ces ecoles morts en déportation parce que nés juifs;11 rue Cavé 75018 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75018.0;48.886718, 2.355218
1026.0;Cariou CORENTIN;quai de la Charente 75019 Paris;NULL;75019.0;48.897959, 2.383144
1078.0;Eleves de ces ecoles morts en déportation parce que nés juifs;40 rue Manin 75019 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75019.0;48.883806, 2.390199
1216.0;Eleves de ces ecoles morts en déportation parce que nés juifs;354 rue des Pyrénées 75020 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75020.0;48.873957, 2.386896
320.0;Pierre BOURDAN;36, avenue de Friedland 75008 Paris;NULL;75008.0;48.874066, 2.297762
327.0;ETUDIANTS DE FRANCE;156, avenue des Champs-Elysées 75008 Paris;NULL;75008.0;48.873257, 2.296811
431.0;MEMORIAL;72, rue du faubourg Saint-Martin mairie du Xeme arrondissement 75010 Paris;NULL;75010.0;48.871777, 2.3573779999999998
512.0;Jean PONSSARD;8, place de la République 75011 Paris;NULL;75011.0;48.866761, 2.365658
541.0;Eleves de ces ecoles morts en déportation parce que nés juifs;54/56 rue servan 75011 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75011.0;48.863089, 2.381738
561.0;Eleves de ces ecoles morts en déportation parce que nés juifs;Stèle square Titon 75011 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75011.0;48.851762, 2.386403
664.0;Victor, Marouque HERVO;74, avenue d'Italie 75013 Paris;NULL;75013.0;48.826533, 2.356863
899.0;Louise PETRON;11 avenue Paul Adam 75017 Paris;NULL;75017.0;48.887466, 2.296105
907.0;Eleves de ces ecoles morts en déportation parce que nés juifs;12bis rue fourcroy 75017 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75017.0;48.880587, 2.296936
20.0;MEMORIAL;19, rue des Capucines Crédit Foncier de France 75001 Paris;NULL;75001.0;48.869341, 2.328673
139.0;Eleves de ces ecoles morts en déportation parce que nés juifs;32 rue François Miron 75004 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75004.0;48.855706, 2.356643
165.0;Edmond, Bonnet GRASSET;9, rue Thénard 75005 Paris;NULL;75005.0;48.849654, 2.3459849999999998
208.0;Robert DESNOS;19, rue Mazarine 75006 Paris;NULL;75006.0;48.85511, 2.337891
1036.0;Marcel FRANCOIS;7, boulevard d'Algérie 75019 Paris;NULL;75019.0;48.879879, 2.400468
1204.0;Eleves de ces ecoles morts en déportation parce que nés juifs;9/11 rue de la plaine 75020 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75020.0;48.850003, 2.400272
1218.0;Eleves de ces ecoles morts en déportation parce que nés juifs;40 rue des Pyrénées 75020 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75020.0;48.850917, 2.406499
172.0;Miklos RADNOTI;16, rue Cujas 75005 Paris;NULL;75005.0;48.847908, 2.342368
92.0;Eleves de ces ecoles morts en déportation parce que nés juifs;Lycée François truffaut, 28 rue Debelleyme 75003 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75003.0;48.861945, 2.36353
147.0;Eleves de ces ecoles morts en déportation parce que nés juifs;rue saint-Louis en l'Ile 75004 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75004.0;48.851882, 2.356421
330.0;Maurice, Bacouer GUINOISAUX;Petit Palais côté cour la reine 75008 Paris;statue du roi des belges, Albert 1er en bordure de Seine;75008.0;48.8649, 2.314116
279.0;GARDIENS DE LA PAIX;9, rue Fabert Commissariat de police 75007 Paris;NULL;75007.0;48.862027, 2.311676
389.0;COUR MARSSIN;"rue du faubourg Poissonniere Caserne nouvelle france garde republicaine; cour Marssin 75010 Paris";NULL;75010.0;48.877386, 2.348882
738.0;Georges LAMARQUE;Place Denfert-Rochereau 75014 Paris;NULL;75014.0;48.833941, 2.331427
911.0;Eleves de ces ecoles morts en déportation parce que nés juifs;105 rue Lemercier 75017 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75017.0;48.889711, 2.318068
614.0;Eleves de ces ecoles morts en déportation parce que nés juifs;21 rue de Reuilly 75012 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75012.0;48.848478, 2.386018
1015.0;Eleves de ces ecoles morts en déportation parce que nés juifs;Collège Georges Clemenceau 43 rue des Poissonniers 75018 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75018.0;48.889013, 2.351536
1146.0;André PERRIN;46, rue Ramponneau Commissariat de police 75020 Paris;NULL;75020.0;48.871671, 2.381772
50.0;AFFICHE ROUGE;19, rue AU MAIRE 75003 Paris;(Manouchian);75003.0;48.864581, 2.356431
228.0;Joseph LAHUEC;11, place Saint-Michel 75006 Paris;NULL;75006.0;48.8533, 2.343531
576.0;LIBERATION;63, rue de Charenton 75012 Paris;NULL;75012.0;48.850445, 2.373448
652.0;Edmond DUBENT;66, boulevard de l'Hôpital 75013 Paris;(garage P.P.);75013.0;48.837849, 2.3599449999999997
689.0;RESISTANCE;43, quai de la Gare 75013 Paris;NULL;75013.0;48.836343, 2.374564
707.0;Eleves de ces ecoles morts en déportation parce que nés juifs;40 rue de Vaudrezanne 75013 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75013.0;48.827774, 2.35322
760.0;Jean TEXCIER;4, rue Leneuveux 75014 Paris;NULL;75014.0;48.826907, 2.328035
793.0;EN MEMOIRE DU COMBAT LIVRE...;135, rue de la Convention [groupe du colonel Fabien] 75015 Paris;NULL;75015.0;48.840003, 2.290558
856.0;Marietta MARTIN;34, rue de l'Assomption 75016 Paris;NULL;75016.0;48.853895, 2.271853
502.0;Jacques HENSEVAL;28, rue Parmentier 75011 Paris;NULL;75011.0;48.860618, 2.378603
42.0;Eleves de ces ecoles morts en déportation parce que nés juifs;44 rue Dussoubs 75002 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75002.0;48.86735, 2.349725
883.0;Jean Et Résistants Du S.O.E. BOUGUENNEC;Ne pas fleurir 75017 Paris;61 rue de la Condamine (pas d'anneau porte bouquet à  la demande des copropriétaires);75017.0;48.892652, 2.320335
748.0;MEMORIAL;2, place Ferdinand Brunot Mairie du XIVeme 75014 Paris;NULL;75014.0;48.832991, 2.326839
988.0;Eleves de ces ecoles morts en déportation parce que nés juifs;3 rue Saint Luc 75018 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75018.0;48.885632, 2.354175
998.0;Eleves de ces ecoles morts en déportation parce que nés juifs;72 rue Championnet 75018 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75018.0;48.89589, 2.344868
1079.0;Eleves de ces ecoles morts en déportation parce que nés juifs;40ter rue Manin 75019 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75019.0;48.882477, 2.385879
86.0;Eleves de ces ecoles morts en déportation parce que nés juifs;8 rue des vertus 75003 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75003.0;48.864174, 2.357887
119.0;Yvette FEUILLET;26, rue des Rosiers 75004 Paris;NULL;75004.0;48.857185, 2.35951
217.0;Jacques FRANCESCO;60, rue de Seine 75006 Paris;NULL;75006.0;48.853599, 2.336868
384.0;"Jean; Chatenet CAZARD";45, rue du Chateau d eau 75010 Paris;(CROIX-ROUGE FRANCAISE);75010.0;48.871798, 2.3569
406.0;10 FRANCAIS;Rue de Maubeuge 75010 Paris;NULL;75010.0;48.880841, 2.352233
500.0;Roger HANLET;4, rue Henri Ranvier 75011 Paris;NULL;75011.0;48.858664, 2.386453
554.0;Eleves de ces ecoles morts en déportation parce que nés juifs;Lycée Voltaire 101 avenue de la République 75011 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75011.0;48.863529, 2.384508
586.0;MEMORIAL;Route des fortifications 75012 Paris;côté avenue de la Porte de Charenton;75012.0;48.832115, 2.403451
870.0;Luis, Dobles SEGREDA;12, square Henry Paté 75016 Paris;NULL;75016.0;48.848895, 2.271462
1022.0;France BLOCH SERAZIN;1 avenue Debidour 75019 Paris;NULL;75019.0;48.881464, 2.39683
1110.0;Félix CADRAS;119, boulevard Davout 75020 Paris;NULL;75020.0;48.857026, 2.409712
296.0;Marcel MARTIN;201, boulevard Saint-Germain 75007 Paris;NULL;75007.0;48.855561, 2.326597
451.0;René TRAVAILLAND;138, rue La Fayette 75010 Paris;NULL;75010.0;48.878544, 2.354509
